#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           PSP FIELDS Fluxgate Magnetometer (MAG) data
#     PROJECT                         PSP
#     DISCIPLINE                      Solar Physics>Heliospheric Physics
#                                     Space Physics>Interplanetary Studies
#     SOURCE_NAME                     PSP_FLD>Parker Solar Probe FIELDS
#     DESCRIPTOR                      MAG_RTN_1min>Fluxgate Magnetometer data in RTN coordinates
#     DATA_TYPE                       L2>Level 2 Data
#     DATA_VERSION                    01
#     TEXT                            PSP FIELDS Fluxgate Magnetometer data. Time resolution varies with instrument                         
#                                      mode, ranging from 2.3-292.9 samples/sec, corresponding to 2-256 samples per                          
#                                      0.874 seconds (0.874 = 2^25 / 38.4 MHz, see reference [2]).                                           
#                                     The Magnetometer has 4 ranges - +/-1024, +/-4096, +/-16,384, +/-65,536 nT, selected                   
#                                      by the ranging algorithm, based on the ambient magnetic field. Precision is                           
#                                      +/- 15 bits, based on the 16-bit ADC.                                                                 
#                                     References:
#                                     1. Fox, N.J., Velli, M.C., Bale, S.D. et al. Space Sci Rev (2016) 204: 7. https://doi.org/10.1007/s112
#                                     2. Bale, S.D., Goetz, K., Harvey, P.R. et al. Space Sci Rev (2016) 204: 49.                           
#                                      https://doi.org/10.1007/s11214-016-0244-5                                                             
#     MODS                            Version 1
#     LOGICAL_FILE_ID                 psp_fld_l2_mag_RTN_1min_20190220_v01
#     LOGICAL_SOURCE                  psp_fld_l2_mag_RTN_1min
#     LOGICAL_SOURCE_DESCRIPTION      PSP FIELDS 1 minute cadence Fluxgate Magnetometer (MAG) data in RTN coordinates
#     PI_NAME                         Stuart D. Bale (bale@berkeley.edu)
#     PI_AFFILIATION                  UC Berkeley Space Sciences Laboratory
#     INSTRUMENT_TYPE                 Magnetic Fields (space)
#     MISSION_GROUP                   Parker Solar Probe (PSP)
#     PARENTS                         spp_fld_l1_mago_hk_20190220_v00.cdf
#                                     spp_fld_l1_mago_hk_20190221_v00.cdf, spp_fld_l1_mago_survey_20190220_v00.cdf
#                                     spp_fld_l1_mago_survey_20190221_v00.cdf
#     MAG_OFFSET_CALIBRATION_FILES    psp_mago_zeros_range0_2019_v03.dat
#     DEPENDENCIES                    None
#     FILE_NAMING_CONVENTION          source_datatype_descriptor_yyyyMMdd
#     SPASE_DATASETRESOURCEID         spase://NASA/NumericalData/ParkerSolarProbe/FIELDS/MAG/Level2/RTN/PT1M
#     GENERATED_BY                    PSP FIELDS SOC
#     RULES_OF_USE                    PSP/FIELDS Rules of the Road available at http://fields.ssl.berkeley.edu/rules/
#     GENERATION_DATE                 Tue Nov  5 21:37:36 2019
#     HTTP_LINK                       http://fields.ssl.berkeley.edu/data/
#     LINK_TEXT                       PSP/FIELDS SOC
#     LINK_TITLE                      Data Link
#     TIME_RESOLUTION                 1 minute
#     SVN_VERSION                     25679
#     DOI                             https://doi.org/10.48322/c0zj-xf76
#     CDAWEB_PARENTS                  psp_fld_l2_mag_rtn_1min_00000000_v01
#                                     psp_fld_l2_mag_rtn_1min_20240416_v02, psp_fld_l2_mag_rtn_1min_20240417_v02
#                                     psp_fld_l2_mag_rtn_1min_20240418_v02, psp_fld_l2_mag_rtn_1min_20240419_v02
#                                     psp_fld_l2_mag_rtn_1min_20240420_v02
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time in TT2000 for 1 minute cadence MAG waveform data
#  2. Magnetic field in RTN coordinates (1 minute cadence)
#
EPOCH                                                       B_R                             B_T                             B_N
17-04-2024 09:55:30.000.000.000                         2.98716                       -0.865538                        -8.68030
17-04-2024 09:56:30.000.000.000                         1.77212                        0.286208                        -10.2897
17-04-2024 09:57:30.000.000.000                         3.98145                        -5.47697                        -6.57470
17-04-2024 09:58:30.000.000.000                         4.28105                        -7.98732                        -1.00200
17-04-2024 09:59:30.000.000.000                         5.99451                        -6.00045                        -3.34060
17-04-2024 10:00:30.000.000.000                         5.41577                        -5.91257                        -3.22910
17-04-2024 10:01:30.000.000.000                         4.92412                        -4.22962                        -6.34953
17-04-2024 10:02:30.000.000.000                         6.36478                        -1.23371                        -7.09489
17-04-2024 10:03:30.000.000.000                         6.64361                        -1.83580                        -6.26198
17-04-2024 10:04:30.000.000.000                         6.64049                        0.174540                        -7.07786
17-04-2024 10:05:30.000.000.000                         5.86601                       -0.773028                        -5.32489
17-04-2024 10:06:30.000.000.000                         5.80202                        -7.14495                         2.06619
17-04-2024 10:07:30.000.000.000                         5.10553                        -8.16819                       -0.492381
17-04-2024 10:08:30.000.000.000                         4.89494                        -8.52940                        -1.34125
17-04-2024 10:09:30.000.000.000                         5.77781                        -7.91585                        -1.19129
17-04-2024 10:10:30.000.000.000                         6.69019                        -6.86803                       -0.192405
17-04-2024 10:11:30.000.000.000                         7.43867                        -5.89195                        -2.24747
17-04-2024 10:12:30.000.000.000                         7.05910                        -6.65571                        -2.85975
17-04-2024 10:13:30.000.000.000                         4.51764                        -9.01833                        -1.30658
17-04-2024 10:14:30.000.000.000                         4.07147                        -9.14031                        -1.45867
17-04-2024 10:15:30.000.000.000                         5.07560                        -7.99512                         2.01672
17-04-2024 10:16:30.000.000.000                         6.48218                        -5.39354                         5.08130
17-04-2024 10:17:30.000.000.000                         6.25610                        -7.61413                       -0.836910
17-04-2024 10:18:30.000.000.000                         5.42514                        -8.29683                       -0.890512
17-04-2024 10:19:30.000.000.000                         5.14603                        -8.02762                        -1.43999
17-04-2024 10:20:30.000.000.000                         4.82421                        -4.78332                        -6.83827
17-04-2024 10:21:30.000.000.000                         5.98667                        -5.82918                        -3.63889
17-04-2024 10:22:30.000.000.000                         4.75416                        -1.91563                        -7.77499
17-04-2024 10:23:30.000.000.000                         2.61980                        -3.29566                        -8.76331
17-04-2024 10:24:30.000.000.000                         4.49623                        0.361404                        -8.86664
17-04-2024 10:25:30.000.000.000                         3.54635                        -6.24897                        -4.34137
17-04-2024 10:26:30.000.000.000                         2.80917                        -8.17218                        -4.08391
17-04-2024 10:27:30.000.000.000                        0.896655                        -8.70295                        -4.27654
17-04-2024 10:28:30.000.000.000                         6.71465                        -3.79346                        -5.28237
17-04-2024 10:29:30.000.000.000                         5.88643                        -4.25616                        -5.88734
17-04-2024 10:30:30.000.000.000                         1.57183                        -5.69512                        -7.72507
17-04-2024 10:31:30.000.000.000                        0.933873                        -2.86580                        -8.90085
17-04-2024 10:32:30.000.000.000                         2.36028                        -8.98767                        -3.29127
17-04-2024 10:33:30.000.000.000                         2.16418                        -9.44826                       0.0778323
17-04-2024 10:34:30.000.000.000                         2.69335                        -8.91284                        -1.07256
17-04-2024 10:35:30.000.000.000                         3.99704                        -6.37761                        -5.90057
17-04-2024 10:36:30.000.000.000                         4.53128                        -5.73903                        -5.53437
17-04-2024 10:37:30.000.000.000                         5.67095                        -8.21668                       -0.133736
17-04-2024 10:38:30.000.000.000                         5.67553                        -8.18074                         1.80517
17-04-2024 10:39:30.000.000.000                         5.78440                        -8.06978                         2.29501
17-04-2024 10:40:30.000.000.000                         4.48184                        -8.99093                        0.780576
17-04-2024 10:41:30.000.000.000                         6.92753                        -7.16490                         1.22013
17-04-2024 10:42:30.000.000.000                         4.70415                        -8.89866                       -0.588779
17-04-2024 10:43:30.000.000.000                         4.16704                        -9.27729                       -0.781805
17-04-2024 10:44:30.000.000.000                         2.10651                        -10.0683                        0.625139
17-04-2024 10:45:30.000.000.000                         2.74284                        -9.91893                        0.769880
17-04-2024 10:46:30.000.000.000                         2.75389                        -9.81400                        0.721521
17-04-2024 10:47:30.000.000.000                         1.63489                        -9.01458                         3.82560
17-04-2024 10:48:30.000.000.000                        0.663467                        -10.0553                         2.94806
17-04-2024 10:49:30.000.000.000                        0.715061                        -10.4291                        0.705327
17-04-2024 10:50:30.000.000.000                         2.58881                        -9.45811                        0.206066
17-04-2024 10:51:30.000.000.000                        0.814621                        -9.44511                         3.83314
17-04-2024 10:52:30.000.000.000                         3.49587                        -8.88064                         1.52280
17-04-2024 10:53:30.000.000.000                         1.69308                        -9.57136                        -3.09628
17-04-2024 10:54:30.000.000.000                        0.883417                        -10.1672                        0.339292
17-04-2024 10:55:30.000.000.000                        0.417994                        -10.3478                        0.263501
17-04-2024 10:56:30.000.000.000                        -2.68741                        -8.76070                        -3.49255
17-04-2024 10:57:30.000.000.000                        -2.72911                        -7.94504                        -5.63315
17-04-2024 10:58:30.000.000.000                         3.49268                        -8.59916                        -2.60072
17-04-2024 10:59:30.000.000.000                         4.62226                        -8.59410                        -1.39192
17-04-2024 11:00:30.000.000.000                         4.65384                        -8.48580                        -2.08268
17-04-2024 11:01:30.000.000.000                         6.14190                        -7.70749                        -2.12775
17-04-2024 11:02:30.000.000.000                         5.94751                        -7.61658                        -4.26596
17-04-2024 11:03:30.000.000.000                         6.16848                        -6.64092                        -5.70020
17-04-2024 11:04:30.000.000.000                         4.36041                        -6.59741                        -6.69646
17-04-2024 11:05:30.000.000.000                         2.30045                        -6.65073                        -7.54733
17-04-2024 11:06:30.000.000.000                        -2.43344                        -6.19559                        -7.67556
17-04-2024 11:07:30.000.000.000                         1.40828                        -4.91144                        -8.45052
17-04-2024 11:08:30.000.000.000                        0.890008                        -3.73171                        -9.58847
17-04-2024 11:09:30.000.000.000                         3.04134                        0.303092                        -10.2959
17-04-2024 11:10:30.000.000.000                        0.520909                       -0.167648                        -10.3554
17-04-2024 11:11:30.000.000.000                       0.0597444                        0.107600                        -10.3570
17-04-2024 11:12:30.000.000.000                        -1.10327                        -4.28126                        -7.77511
17-04-2024 11:13:30.000.000.000                        -1.59403                        -6.40339                        -6.55861
17-04-2024 11:14:30.000.000.000                         2.37258                         3.22862                        -8.86705
17-04-2024 11:15:30.000.000.000                         1.49755                        -1.28338                        -4.69644
17-04-2024 11:16:30.000.000.000                         1.40128                        -9.64729                       -0.597006
17-04-2024 11:17:30.000.000.000                         1.51304                        -9.53200                       -0.612007
17-04-2024 11:18:30.000.000.000                         1.14199                        -9.29093                       -0.605616
17-04-2024 11:19:30.000.000.000                         4.44995                         2.08029                        -3.59692
17-04-2024 11:20:30.000.000.000                         5.74462                        0.936422                        -6.34962
17-04-2024 11:21:30.000.000.000                         5.95683                        -2.60915                        -6.06456
17-04-2024 11:22:30.000.000.000                         6.43779                         1.30244                        -6.44359
17-04-2024 11:23:30.000.000.000                         5.33258                       0.0709159                        -7.36993
17-04-2024 11:24:30.000.000.000                         6.17019                        0.946067                        -6.52950
17-04-2024 11:25:30.000.000.000                         6.53892                         2.06552                        -6.63042
17-04-2024 11:26:30.000.000.000                         5.59190                        -2.98153                        -5.76528
17-04-2024 11:27:30.000.000.000                         4.49653                        -5.67166                        -4.84333
17-04-2024 11:28:30.000.000.000                         7.38333                        -3.18122                        -3.65693
17-04-2024 11:29:30.000.000.000                         3.67098                        -6.74195                        -3.72976
17-04-2024 11:30:30.000.000.000                         2.52403                        -8.06237                        -3.22818
17-04-2024 11:31:30.000.000.000                         2.44931                        -7.45490                        -4.78267
17-04-2024 11:32:30.000.000.000                        0.502791                        -7.33439                        -5.23538
17-04-2024 11:33:30.000.000.000                         5.28056                       -0.857406                        -5.60614
17-04-2024 11:34:30.000.000.000                         6.18463                         6.08002                        -3.36764
17-04-2024 11:35:30.000.000.000                         6.99660                         3.16589                        -3.44178
17-04-2024 11:36:30.000.000.000                         3.43510                        -6.07290                        -6.44071
17-04-2024 11:37:30.000.000.000                         3.72602                        -6.11356                        -5.39042
17-04-2024 11:38:30.000.000.000                         3.32898                        -6.35983                        -5.93787
17-04-2024 11:39:30.000.000.000                         1.99099                        -6.76461                        -6.64514
17-04-2024 11:40:30.000.000.000                         1.68658                        -6.09909                        -7.48849
17-04-2024 11:41:30.000.000.000                         1.27477                        -6.19011                        -7.59057
17-04-2024 11:42:30.000.000.000                         1.73466                        -5.97759                        -7.18476
17-04-2024 11:43:30.000.000.000                         3.42162                        -5.96556                        -6.46036
17-04-2024 11:44:30.000.000.000                         3.44157                        -5.55619                        -6.78154
17-04-2024 11:45:30.000.000.000                         2.96256                        -5.35012                        -6.93764
17-04-2024 11:46:30.000.000.000                         1.63393                        -4.64350                        -7.68815
17-04-2024 11:47:30.000.000.000                         2.60623                        -4.63761                        -7.18963
17-04-2024 11:48:30.000.000.000                         6.63167                        -3.96417                        -3.18568
17-04-2024 11:49:30.000.000.000                         7.84310                        -2.27251                        -1.24043
17-04-2024 11:50:30.000.000.000                         8.66770                       -0.377922                        0.774867
17-04-2024 11:51:30.000.000.000                         8.58310                        -1.31471                         1.31049
17-04-2024 11:52:30.000.000.000                         9.00222                       0.0596634                        0.155352
17-04-2024 11:53:30.000.000.000                         8.63833                        -1.08359                        -1.50519
17-04-2024 11:54:30.000.000.000                         9.00956                       -0.892140                        0.347750
17-04-2024 11:55:30.000.000.000                         8.27766                       -0.932590                         2.79697
17-04-2024 11:56:30.000.000.000                         7.99581                       -0.649422                         3.47942
17-04-2024 11:57:30.000.000.000                         7.90609                        -2.57349                        -3.17251
17-04-2024 11:58:30.000.000.000                         7.24018                        -3.22742                        -3.45659
17-04-2024 11:59:30.000.000.000                         8.20985                        -3.75488                        -1.13166
17-04-2024 12:00:30.000.000.000                         7.74844                        -4.44069                        -1.45513
17-04-2024 12:01:30.000.000.000                         7.28278                        -5.15084                        -1.22536
17-04-2024 12:02:30.000.000.000                         6.84829                        -5.51371                       -0.432465
17-04-2024 12:03:30.000.000.000                         6.16504                        -6.17256                        -1.08343
17-04-2024 12:04:30.000.000.000                         4.09297                        -7.42700                        0.713699
17-04-2024 12:05:30.000.000.000                         3.31080                        -8.06463                        0.154645
17-04-2024 12:06:30.000.000.000                         4.20656                        -7.49565                       -0.389353
17-04-2024 12:07:30.000.000.000                         4.28041                        -7.19985                        -2.09326
17-04-2024 12:08:30.000.000.000                         3.31912                        -6.88328                        -3.56546
17-04-2024 12:09:30.000.000.000                         7.66421                        -3.98877                         1.53726
17-04-2024 12:10:30.000.000.000                         8.34281                        -1.19568                         3.48029
17-04-2024 12:11:30.000.000.000                         5.30550                        -3.19093                       -0.558977
17-04-2024 12:12:30.000.000.000                             NaN                             NaN                             NaN
17-04-2024 12:13:30.000.000.000                             NaN                             NaN                             NaN
17-04-2024 23:50:30.000.000.000                             NaN                             NaN                             NaN
17-04-2024 23:51:30.000.000.000                             NaN                             NaN                             NaN
17-04-2024 23:52:30.000.000.000                         8.84718                        -3.54792                         5.23963
17-04-2024 23:53:30.000.000.000                         8.98070                        -4.64069                         4.32597
17-04-2024 23:54:30.000.000.000                         8.73973                        -5.53445                         4.49483
17-04-2024 23:55:30.000.000.000                         8.15750                        -6.25055                         4.14225
17-04-2024 23:56:30.000.000.000                         4.60445                        -9.75298                         3.77293
17-04-2024 23:57:30.000.000.000                         3.20115                        -10.5891                         3.83445
17-04-2024 23:58:30.000.000.000                         3.04758                        -10.8788                         3.54986
17-04-2024 23:59:30.000.000.000                         3.15082                        -11.2245                         3.90400
18-04-2024 00:00:30.000.000.000                         3.60632                        -10.7672                         3.89202
18-04-2024 00:01:30.000.000.000                         2.89910                        -11.0509                         3.63721
18-04-2024 00:02:30.000.000.000                         2.40935                        -11.0955                         3.84038
18-04-2024 00:03:30.000.000.000                         3.43598                        -10.2670                         3.69534
18-04-2024 00:04:30.000.000.000                         4.15778                        -9.21366                         3.76329
18-04-2024 00:05:30.000.000.000                         4.60031                        -9.36276                         3.50781
18-04-2024 00:06:30.000.000.000                         4.46550                        -9.51771                         3.93122
18-04-2024 00:07:30.000.000.000                         4.02103                        -8.65182                         5.35511
18-04-2024 00:08:30.000.000.000                         4.98470                        -7.67883                         3.66093
18-04-2024 00:09:30.000.000.000                         7.33569                        -8.70161                         2.18641
18-04-2024 00:10:30.000.000.000                         8.38510                        -7.55791                         2.03655
18-04-2024 00:11:30.000.000.000                         8.47118                        -6.83756                      -0.0383794
18-04-2024 00:12:30.000.000.000                         8.76260                        -6.89551                        0.983925
18-04-2024 00:13:30.000.000.000                         8.26348                        -7.82076                         1.09693
18-04-2024 00:14:30.000.000.000                         8.87199                        -6.88050                         2.17392
18-04-2024 00:15:30.000.000.000                         9.47341                        -6.25683                         2.02189
18-04-2024 00:16:30.000.000.000                         10.1215                        -5.24431                        0.538116
18-04-2024 00:17:30.000.000.000                         9.62711                        -5.75550                        -1.38653
18-04-2024 00:18:30.000.000.000                         9.70460                        -4.95850                       -0.155233
18-04-2024 00:19:30.000.000.000                         9.68688                        -5.64892                         1.49444
18-04-2024 00:20:30.000.000.000                         9.34435                        -5.67469                         2.48070
18-04-2024 00:21:30.000.000.000                         9.27969                        -5.55884                         2.85446
18-04-2024 00:22:30.000.000.000                         9.08072                        -4.88512                         3.61579
18-04-2024 00:23:30.000.000.000                         9.04319                        -4.90950                         4.06396
18-04-2024 00:24:30.000.000.000                         9.26022                        -4.39879                         1.88370
18-04-2024 00:25:30.000.000.000                         9.37857                        -3.78003                     -0.00548656
18-04-2024 00:26:30.000.000.000                         8.82125                        -3.33618                      0.00203690
18-04-2024 00:27:30.000.000.000                         8.76336                        0.423478                        -3.24178
18-04-2024 00:28:30.000.000.000                         8.82741                       -0.612003                        -2.93750
18-04-2024 00:29:30.000.000.000                         9.43136                        -1.22216                        -2.84774
18-04-2024 00:30:30.000.000.000                         9.87081                        -2.34441                        -2.49422
18-04-2024 00:31:30.000.000.000                         10.3139                        -2.17451                        -2.73565
18-04-2024 00:32:30.000.000.000                         10.5866                        -1.87286                        -2.02889
18-04-2024 00:33:30.000.000.000                         10.3907                        -2.26508                        -2.65022
18-04-2024 00:34:30.000.000.000                         10.3027                        -1.96475                        -3.47908
18-04-2024 00:35:30.000.000.000                         10.1195                        -1.59796                        -4.32696
18-04-2024 00:36:30.000.000.000                         9.44050                        -2.02227                        -5.21473
18-04-2024 00:37:30.000.000.000                         9.07337                        -1.34470                        -5.98301
18-04-2024 00:38:30.000.000.000                         8.47406                       -0.978643                        -6.77387
18-04-2024 00:39:30.000.000.000                         8.22495                       -0.906504                        -6.97923
18-04-2024 00:40:30.000.000.000                         7.34378                        -1.86773                        -7.88017
18-04-2024 00:41:30.000.000.000                         7.83768                        -1.34478                        -6.59945
18-04-2024 00:42:30.000.000.000                         10.3327                        -2.58908                         2.09199
18-04-2024 00:43:30.000.000.000                         10.2121                        -2.76791                         3.46803
18-04-2024 00:44:30.000.000.000                         10.7172                        -2.53573                         1.17978
18-04-2024 00:45:30.000.000.000                         10.8151                        -2.37515                       -0.348869
18-04-2024 00:46:30.000.000.000                         10.6587                        -2.73969                       -0.435827
18-04-2024 00:47:30.000.000.000                         10.4331                        -3.04136                        -1.09633
18-04-2024 00:48:30.000.000.000                         10.2404                        -3.07246                        -2.29581
18-04-2024 00:49:30.000.000.000                         10.0664                        -3.37069                      -0.0168843
18-04-2024 00:50:30.000.000.000                         10.0640                        -2.70416                         3.61035
18-04-2024 00:51:30.000.000.000                         10.2962                        -3.29227                         1.87388
18-04-2024 00:52:30.000.000.000                         10.4018                        -2.05212                         1.27617
18-04-2024 00:53:30.000.000.000                         10.5338                        -1.15111                         2.42730
18-04-2024 00:54:30.000.000.000                         10.7436                       -0.867006                         2.15858
18-04-2024 00:55:30.000.000.000                         10.8345                        -1.44365                         1.22507
18-04-2024 00:56:30.000.000.000                         10.6898                        -2.25176                        0.435806
18-04-2024 00:57:30.000.000.000                         10.0047                        -3.42447                        0.731823
18-04-2024 00:58:30.000.000.000                         9.05536                        -5.07965                       -0.554012
18-04-2024 00:59:30.000.000.000                         9.49586                        -4.45303                       -0.287199
18-04-2024 01:00:30.000.000.000                         9.04447                        -4.35264                         1.06468
18-04-2024 01:01:30.000.000.000                         8.85544                        -3.83626                         2.13620
18-04-2024 01:02:30.000.000.000                         9.10001                        -3.73789                         2.83241
18-04-2024 01:03:30.000.000.000                         9.99353                        -3.75124                         1.11368
18-04-2024 01:04:30.000.000.000                         10.1845                        -3.50664                      -0.0492743
18-04-2024 01:05:30.000.000.000                         9.85623                        -3.95265                      -0.0468980
18-04-2024 01:06:30.000.000.000                         9.76654                        -3.86859                       -0.897491
18-04-2024 01:07:30.000.000.000                         9.98957                        -4.02256                        -1.49326
18-04-2024 01:08:30.000.000.000                         10.1242                        -4.18937                        -1.52877
18-04-2024 01:09:30.000.000.000                         9.89704                        -4.17818                       -0.859484
18-04-2024 01:10:30.000.000.000                         9.80484                        -4.06111                        -1.07532
18-04-2024 01:11:30.000.000.000                         9.92874                        -3.86745                        -1.75290
18-04-2024 01:12:30.000.000.000                         10.1521                        -3.68975                        -1.25932
18-04-2024 01:13:30.000.000.000                         10.2213                        -3.41361                       -0.561379
18-04-2024 01:14:30.000.000.000                         9.91759                        -3.84009                        -1.01165
18-04-2024 01:15:30.000.000.000                         9.45411                        -4.54702                        -1.96537
18-04-2024 01:16:30.000.000.000                         9.47966                        -4.48920                        -1.98452
18-04-2024 01:17:30.000.000.000                         9.64880                        -4.69632                        -1.99709
18-04-2024 01:18:30.000.000.000                         9.56480                        -5.15508                        -1.89712
18-04-2024 01:19:30.000.000.000                         9.36828                        -5.73992                        -1.53398
18-04-2024 01:20:30.000.000.000                         9.42889                        -5.21007                        -1.52326
18-04-2024 01:21:30.000.000.000                         9.73131                        -5.62392                        -1.94312
18-04-2024 01:22:30.000.000.000                         9.56893                        -5.88076                        -2.74772
18-04-2024 01:23:30.000.000.000                         8.98750                        -5.75853                        -3.77031
18-04-2024 01:24:30.000.000.000                         8.87095                        -6.10320                        -3.90127
18-04-2024 01:25:30.000.000.000                         8.95846                        -5.79576                        -4.10656
18-04-2024 01:26:30.000.000.000                         9.77830                        -5.29599                        -3.61794
18-04-2024 01:27:30.000.000.000                         10.3098                        -4.72282                        -2.70125
18-04-2024 01:28:30.000.000.000                         10.3769                        -4.72904                        -2.52000
18-04-2024 01:29:30.000.000.000                         10.3174                        -3.97386                        -3.18172
18-04-2024 01:30:30.000.000.000                         10.0851                        -4.51305                        -3.35818
18-04-2024 01:31:30.000.000.000                         10.3281                        -4.09847                        -3.24418
18-04-2024 01:32:30.000.000.000                         10.3368                        -4.39306                        -2.80410
18-04-2024 01:33:30.000.000.000                         10.4636                        -3.81096                        -2.36579
18-04-2024 01:34:30.000.000.000                         10.6659                        -3.66800                        -2.01380
18-04-2024 01:35:30.000.000.000                         10.9256                        -3.29618                        -1.67494
18-04-2024 01:36:30.000.000.000                         10.6847                        -3.43445                        -1.65583
18-04-2024 01:37:30.000.000.000                         10.5734                        -3.27446                        -1.76782
18-04-2024 01:38:30.000.000.000                         10.6309                        -3.40256                        -1.11265
18-04-2024 01:39:30.000.000.000                         10.7299                        -3.12186                        -1.18913
18-04-2024 01:40:30.000.000.000                         10.5725                        -2.57390                        -1.85932
18-04-2024 01:41:30.000.000.000                         10.3099                        -2.37528                        -3.60113
18-04-2024 01:42:30.000.000.000                         10.5831                        -2.01220                        -3.40586
18-04-2024 01:43:30.000.000.000                         10.7420                        -1.98615                        -3.23739
18-04-2024 01:44:30.000.000.000                         10.8927                        -1.74547                        -3.10491
18-04-2024 01:45:30.000.000.000                         10.8773                        -1.72123                        -3.08933
18-04-2024 01:46:30.000.000.000                         10.9363                        -1.41556                        -3.02786
18-04-2024 01:47:30.000.000.000                         10.7587                        -2.14382                        -2.25736
18-04-2024 01:48:30.000.000.000                         10.6533                        -1.93375                        -2.50807
18-04-2024 01:49:30.000.000.000                         10.8572                        -1.29565                        -2.32301
18-04-2024 01:50:30.000.000.000                         10.8219                        -1.75732                        -1.88764
18-04-2024 01:51:30.000.000.000                         10.8664                        -2.60610                        -1.06467
18-04-2024 01:52:30.000.000.000                         10.7870                        -3.51847                       -0.523042
18-04-2024 01:53:30.000.000.000                         11.0352                        -2.81131                       -0.965273
18-04-2024 01:54:30.000.000.000                         11.2750                        -1.74386                        -1.27361
18-04-2024 01:55:30.000.000.000                         11.4260                       -0.922545                        -1.69154
18-04-2024 01:56:30.000.000.000                         11.4304                        -2.02667                        -1.16916
18-04-2024 01:57:30.000.000.000                         11.5636                        -1.91113                       -0.555474
18-04-2024 01:58:30.000.000.000                         11.5249                        -2.12431                       -0.596973
18-04-2024 01:59:30.000.000.000                         11.4973                        -2.29359                       -0.468150
18-04-2024 02:00:30.000.000.000                         11.5723                        -1.88309                       0.0577314
18-04-2024 02:01:30.000.000.000                         11.5380                        -1.76500                       0.0110874
18-04-2024 02:02:30.000.000.000                         11.5507                        -1.87907                        0.211188
18-04-2024 02:03:30.000.000.000                         11.5094                        -1.92200                       0.0214758
18-04-2024 02:04:30.000.000.000                         11.6189                        -1.18779                       -0.201307
18-04-2024 02:05:30.000.000.000                         11.6145                        -1.24738                      -0.0432069
18-04-2024 02:06:30.000.000.000                         11.6344                        -1.04108                        0.220902
18-04-2024 02:07:30.000.000.000                         11.6412                       -0.791140                        0.121947
18-04-2024 02:08:30.000.000.000                         11.6654                       -0.137995                      -0.0883713
18-04-2024 02:09:30.000.000.000                         11.6140                       0.0957441                       0.0691492
18-04-2024 02:10:30.000.000.000                         11.6022                      -0.0523836                        0.426081
18-04-2024 02:11:30.000.000.000                         11.4459                       0.0917194                       -0.475524
18-04-2024 02:12:30.000.000.000                             NaN                             NaN                             NaN
18-04-2024 02:13:30.000.000.000                             NaN                             NaN                             NaN
18-04-2024 06:08:30.000.000.000                             NaN                             NaN                             NaN
18-04-2024 06:09:30.000.000.000                         11.3929                       -0.925353                         2.28543
18-04-2024 06:10:30.000.000.000                         11.5298                       -0.763713                         1.43510
18-04-2024 06:11:30.000.000.000                         11.6813                       -0.984531                         1.25182
18-04-2024 06:12:30.000.000.000                         11.7754                        -1.08945                         1.63812
18-04-2024 06:13:30.000.000.000                         12.0769                        -1.03796                         1.52995
18-04-2024 06:14:30.000.000.000                         12.1887                      -0.0530883                        0.870651
18-04-2024 06:15:30.000.000.000                         11.7384                        0.498728                         3.05866
18-04-2024 06:16:30.000.000.000                         11.7254                        0.668196                         2.85599
18-04-2024 06:17:30.000.000.000                         11.9806                        0.601057                         2.21499
18-04-2024 06:18:30.000.000.000                         11.9498                        -3.91856                        0.550382
18-04-2024 06:19:30.000.000.000                         11.8362                        -4.73649                        0.118629
18-04-2024 06:20:30.000.000.000                         11.3736                        -5.48830                       -0.182107
18-04-2024 06:21:30.000.000.000                         10.2125                        -7.18221                        -1.27069
18-04-2024 06:22:30.000.000.000                         8.74170                        -8.38183                        -2.17269
18-04-2024 06:23:30.000.000.000                         8.50908                        -8.31305                        -1.95784
18-04-2024 06:24:30.000.000.000                         9.73099                        -7.17631                        -1.19184
18-04-2024 06:25:30.000.000.000                         7.87511                        -8.14702                        -4.01366
18-04-2024 06:26:30.000.000.000                         3.83163                        -9.02299                        -4.74052
18-04-2024 06:27:30.000.000.000                         2.02135                        -10.8863                        -4.58313
18-04-2024 06:28:30.000.000.000                      -0.0484658                        -10.7922                        -4.66336
18-04-2024 06:29:30.000.000.000                        -1.26858                        -11.7738                        -3.57282
18-04-2024 06:30:30.000.000.000                        -1.75629                        -12.1146                        -2.23320
18-04-2024 06:31:30.000.000.000                        0.646259                        -12.4001                        0.233196
18-04-2024 06:32:30.000.000.000                         2.54495                        -12.1735                        -1.59519
18-04-2024 06:33:30.000.000.000                         4.46216                        -11.5601                        -1.61723
18-04-2024 06:34:30.000.000.000                         5.88595                        -10.9891                       -0.981625
18-04-2024 06:35:30.000.000.000                         6.96650                        -10.3400                       -0.111336
18-04-2024 06:36:30.000.000.000                         6.46658                        -10.2522                        -1.70505
18-04-2024 06:37:30.000.000.000                         7.11114                        -9.74343                        -1.70996
18-04-2024 06:38:30.000.000.000                         7.08449                        -9.81470                        -2.28638
18-04-2024 06:39:30.000.000.000                         4.45238                        -9.13458                        -6.72962
18-04-2024 06:40:30.000.000.000                         5.73393                        -10.8764                        -1.89475
